#tail	head	KSP index	path cost
PIK3CA	Apoptosis	22	1.00000e+00
PIK3CA	IRS1	23	1.00000e+00
IRS1	GRB2	23	1.00000e+00
GRB2	MAP4K1	23	1.00000e+00
MAP4K1	MAP3K1	23	1.00000e+00
MAP3K1	CHUK	23	1.00000e+00
CHUK	CYLD	23	1.00000e+00
CYLD	BCL3	23	1.00000e+00
BCL3	HDAC3	23	1.00000e+00
HDAC3	E2F1	23	1.00000e+00
AGTR1	GNAQ	24	1.00000e+00
ETS1	CSNK2A1	24	1.00000e+00
CSNK2A1	KEAP1	24	1.00000e+00
KEAP1	IKBKB	24	1.00000e+00
AGTR1	GNA13	25	1.00000e+00
GNA13	PTK2B	25	1.00000e+00
PTK2B	PTK2	25	1.00000e+00
PTK2	ITGB1	25	1.00000e+00
ITGB1	ILK	25	1.00000e+00
ILK	GSK3A	25	1.00000e+00
GSK3A	JUN	25	1.00000e+00
PTK2B	LYN	26	1.00000e+00
LYN	PTK2	26	1.00000e+00
LYN	BTK	27	1.00000e+00
BTK	BMX	27	1.00000e+00
BMX	PTK2	27	1.00000e+00
CDK5	MAP2K1	28	1.00000e+00
PTK2	FYN	28	1.00000e+00
FYN	CDK5	28	1.00000e+00
MAP2K1	GSK3B	28	1.00000e+00
GSK3B	JUN	28	1.00000e+00
PTK2	BCAR1	29	1.00000e+00
BCAR1	CRK	29	1.00000e+00
CRK	MAPK8	29	1.00000e+00
MAPK8	JUN	29	1.00000e+00
CRK	ARHGAP32	30	1.00000e+00
ARHGAP32	RAC1	30	1.00000e+00
RAC1	MAP3K10	30	1.00000e+00
MAP3K10	MAP2K4	30	1.00000e+00
MAP2K4	MAPK10	30	1.00000e+00
MAPK10	JUN	30	1.00000e+00
MAPK10	ELK1	31	1.00000e+00
ELK1	PSEN1	31	1.00000e+00
PSEN1	NOTCH1	31	1.00000e+00
NOTCH1	HIF1A	31	1.00000e+00
PSEN1	NCSTN	32	1.00000e+00
NCSTN	PSEN2	32	1.00000e+00
PSEN2	NOTCH1	32	1.00000e+00
HRAS	ARAF	33	1.00000e+00
ARAF	MAP2K1	33	1.00000e+00
GSK3B	ESR1	34	1.00000e+00
ESR1	JUN	34	1.00000e+00
GSK3B	AXIN1	35	1.00000e+00
AXIN1	GSK3A	35	1.00000e+00
AXIN1	CSNK1A1	36	1.00000e+00
CSNK1A1	LEF1	36	1.00000e+00
LEF1	Apoptosis	36	1.00000e+00
AURKB	HDAC4	37	1.00000e+00
LEF1	BIRC5	37	1.00000e+00
HDAC4	MEF2A	37	1.00000e+00
MEF2A	JUN	37	1.00000e+00
JUN	CREM	38	1.00000e+00
CREM	DUSP1	38	1.00000e+00
DUSP1	MAPK3	38	1.00000e+00
MAPK3	Apoptosis	38	1.00000e+00
MAPK3	FOXO3	39	1.00000e+00
MAPK3	ETS1	40	1.00000e+00
GSK3A	MAF	41	1.00000e+00
MAPK3	CAPN2	41	1.00000e+00
CAPN2	GSK3A	41	1.00000e+00
MAF	ETS1	41	1.00000e+00
MAPK3	BRAF	42	1.00000e+00
BRAF	MAPK1	42	1.00000e+00
MAPK1	Apoptosis	42	1.00000e+00
BRAF	MAP2K2	43	1.00000e+00
MAP2K2	PPARG	43	1.00000e+00
PPARG	MYC	43	1.00000e+00
MYC	CAPN3	43	1.00000e+00
CAPN3	GSK3A	43	1.00000e+00
CSNK2A1	HSP90AB1	44	1.00000e+00
HSP90AB1	KEAP1	44	1.00000e+00
CSNK2A1	CARD9	45	1.00000e+00
MAPK8	JUND	45	1.00000e+00
CARD9	MAPK8	45	1.00000e+00
JUND	MYB	45	1.00000e+00
MYB	LCK	45	1.00000e+00
LCK	MAPK1	45	1.00000e+00
FOS	NFKB1	46	1.00000e+00
MAPK8	ELK4	46	1.00000e+00
ELK4	FOS	46	1.00000e+00
NFKB1	Apoptosis	46	1.00000e+00
NFKB1	IKBKB	47	1.00000e+00
FOXO3	CBLB	48	1.00000e+00
CBLB	LCK	48	1.00000e+00
CDK5	NR3C1	49	1.00000e+00
CBLB	FYN	49	1.00000e+00
NR3C1	LCK	49	1.00000e+00
CDK5	HTRA2	50	1.00000e+00
HTRA2	PEA15	50	1.00000e+00
PEA15	MAPK1	50	1.00000e+00
MAPK1	Proliferation	51	1.00000e+00
MAPK1	DAPK1	52	1.00000e+00
DAPK1	CDKN2A	52	1.00000e+00
CDKN2A	Proliferation	52	1.00000e+00
CDKN2A	CDK6	53	1.00000e+00
CDK6	RB1	53	1.00000e+00
RB1	Proliferation	53	1.00000e+00
ESR1	NQO1	54	1.00000e+00
RB1	E2F2	54	1.00000e+00
E2F2	PLK1	54	1.00000e+00
PLK1	HSF1	54	1.00000e+00
HSF1	HSPA1A	54	1.00000e+00
HSPA1A	NOD2	54	1.00000e+00
NOD2	MAPK14	54	1.00000e+00
MAPK14	ESR1	54	1.00000e+00
NQO1	Proliferation	54	1.00000e+00
E2F2	MCM10	55	1.00000e+00
MCM10	RECQL4	55	1.00000e+00
RECQL4	APEX1	55	1.00000e+00
APEX1	STAT3	55	1.00000e+00
STAT3	Proliferation	55	1.00000e+00
EGR1	MYB	56	1.00000e+00
MYB	CCNA1	56	1.00000e+00
STAT3	EGR1	56	1.00000e+00
CCNA1	Proliferation	56	1.00000e+00
EGR1	DUSP4	57	1.00000e+00
DUSP4	MAPK14	57	1.00000e+00
ESR1	NFE2L2	58	1.00000e+00
NFE2L2	NQO1	58	1.00000e+00
ESR1	BTG2	59	1.00000e+00
BTG2	NFE2L2	59	1.00000e+00
AKT2	MTOR	60	1.00000e+00
ESR1	NRF1	60	1.00000e+00
NRF1	FMR1	60	1.00000e+00
FMR1	PAK1	60	1.00000e+00
PAK1	CDC42	60	1.00000e+00
CDC42	PTEN	60	1.00000e+00
PTEN	AKT2	60	1.00000e+00
MTOR	Proliferation	60	1.00000e+00
CHEK2	FOXM1	61	1.00000e+00
ESR1	HSPB1	61	1.00000e+00
PLK1	ECT2	61	1.00000e+00
HSPB1	PRKCD	61	1.00000e+00
PRKCD	PRKDC	61	1.00000e+00
PRKDC	CHEK2	61	1.00000e+00
FOXM1	PLK1	61	1.00000e+00
ECT2	CDC42	61	1.00000e+00
ELAVL1	PTGS2	62	1.00000e+00
KEAP1	NFE2L2	62	1.00000e+00
PRKCD	ELAVL1	62	1.00000e+00
PTGS2	KEAP1	62	1.00000e+00
ELAVL1	MDM2	63	1.00000e+00
MDM2	RELA	63	1.00000e+00
RELA	Apoptosis	63	1.00000e+00
MDM2	NUMB	64	1.00000e+00
NUMB	GLI1	64	1.00000e+00
GLI1	EGR2	64	1.00000e+00
EGR2	FASLG	64	1.00000e+00
FASLG	FAS	64	1.00000e+00
FAS	RIPK1	64	1.00000e+00
RIPK1	DAB2IP	64	1.00000e+00
DAB2IP	KRAS	64	1.00000e+00
KRAS	RALGDS	64	1.00000e+00
RALGDS	RALA	64	1.00000e+00
RALA	RALBP1	64	1.00000e+00
RALBP1	CDC42	64	1.00000e+00
KRAS	RAF1	65	1.00000e+00
RAF1	STK3	65	1.00000e+00
STK3	NEK2	65	1.00000e+00
NEK2	PPP1CC	65	1.00000e+00
PPP1CC	CAMK2A	65	1.00000e+00
CAMK2A	NOS1	65	1.00000e+00
NOS1	HDAC2	65	1.00000e+00
HDAC2	NFE2L2	65	1.00000e+00
CAMK2A	ETS2	66	1.00000e+00
ETS2	CSF3R	66	1.00000e+00
CSF3R	JAK1	66	1.00000e+00
JAK1	PTPN11	66	1.00000e+00
PTPN11	PDGFRB	66	1.00000e+00
PDGFRB	NCK1	66	1.00000e+00
NCK1	PAK1	66	1.00000e+00
HSF1	PRKDC	67	1.00000e+00
PTPN11	MAP3K4	67	1.00000e+00
MAP3K4	MAP4K3	67	1.00000e+00
MAP4K3	PRKCQ	67	1.00000e+00
PRKCQ	HSF1	67	1.00000e+00
PTPN11	JAK3	68	1.00000e+00
JAK3	SOCS3	68	1.00000e+00
SOCS3	MAPK8IP1	68	1.00000e+00
MAPK8IP1	RASGRF1	68	1.00000e+00
RASGRF1	NRAS	68	1.00000e+00
NRAS	RALGDS	68	1.00000e+00
PTPN11	CSF2RB	69	1.00000e+00
CSF2RB	SHC1	69	1.00000e+00
SHC1	SOS1	69	1.00000e+00
SOS1	NRAS	69	1.00000e+00
SHC1	GRAP	70	1.00000e+00
GRAP	SOS1	70	1.00000e+00
PAK1	ARHGDIA	71	1.00000e+00
CDC42	PAK1	71	1.00000e+00
ARHGDIA	RHOA	71	1.00000e+00
RHOA	ROCK1	71	1.00000e+00
ROCK1	PTEN	71	1.00000e+00
LCK	PTEN	72	1.00000e+00
ROCK1	DAPK3	72	1.00000e+00
DAPK3	NR3C1	72	1.00000e+00
LCK	PRKCQ	73	1.00000e+00
PRKCQ	CARD11	73	1.00000e+00
CARD11	BCL10	73	1.00000e+00
BCL10	IKBKG	73	1.00000e+00
IKBKG	RELA	73	1.00000e+00
RELA	PTEN	74	1.00000e+00
AKT2	AKT1S1	75	1.00000e+00
AKT1S1	MTOR	75	1.00000e+00
MTOR	EIF4EBP1	76	1.00000e+00
EIF4EBP1	EIF4E	76	1.00000e+00
EIF4E	SMAD4	76	1.00000e+00
SMAD4	ATF1	76	1.00000e+00
ATF1	CCNA1	76	1.00000e+00
ATF1	MAP1LC3B	77	1.00000e+00
MAP1LC3B	SQSTM1	77	1.00000e+00
SQSTM1	KEAP1	77	1.00000e+00
KEAP1	GABPA	78	1.00000e+00
GABPA	TXN	78	1.00000e+00
TXN	SP1	78	1.00000e+00
SP1	PRKCE	78	1.00000e+00
PRKCE	FGFR1	78	1.00000e+00
FGFR1	PDK1	78	1.00000e+00
PDK1	PRKCG	78	1.00000e+00
PRKCG	HSP90AA1	78	1.00000e+00
HSP90AA1	MYOD1	78	1.00000e+00
MYOD1	SMARCA4	78	1.00000e+00
SMARCA4	HIC1	78	1.00000e+00
HIC1	SIRT1	78	1.00000e+00
SIRT1	NFE2L2	78	1.00000e+00
SIRT1	SMAD7	79	1.00000e+00
SMAD7	SMURF2	79	1.00000e+00
SMURF2	SKIL	79	1.00000e+00
SKIL	SMAD3	79	1.00000e+00
SMAD3	GATA3	79	1.00000e+00
GATA3	CEBPA	79	1.00000e+00
CEBPA	CSF2RA	79	1.00000e+00
CSF2RA	STAT5A	79	1.00000e+00
STAT5A	Proliferation	79	1.00000e+00
SOCS3	STAT5A	80	1.00000e+00
SIRT1	FOXO4	80	1.00000e+00
FOXO4	BCL6	80	1.00000e+00
BCL6	IRF4	80	1.00000e+00
IRF4	IRF5	80	1.00000e+00
IRF5	IL12B	80	1.00000e+00
IL12B	IL23R	80	1.00000e+00
IL23R	STAT4	80	1.00000e+00
STAT4	SOCS3	80	1.00000e+00
SOCS3	IL2RB	81	1.00000e+00
IL2RB	STAT5A	81	1.00000e+00
STAT5A	MYD88	82	1.00000e+00
MYD88	TRAF6	82	1.00000e+00
TRAF6	MYB	82	1.00000e+00
MYD88	IRAK1	83	1.00000e+00
IRAK1	TRAF6	83	1.00000e+00
MYD88	IL1R1	84	1.00000e+00
IL1R1	IRAK1	84	1.00000e+00
IL1R1	IL1RAP	85	1.00000e+00
IL1RAP	TOLLIP	85	1.00000e+00
TOLLIP	IRAK1	85	1.00000e+00
IRAK1	IRAK3	86	1.00000e+00
IRAK3	IRAK4	86	1.00000e+00
IRAK4	TRAF6	86	1.00000e+00
TRAF6	AKT3	87	1.00000e+00
AKT3	POU5F1	87	1.00000e+00
POU5F1	CDX2	87	1.00000e+00
CDX2	KLF4	87	1.00000e+00
KLF4	SRF	87	1.00000e+00
SRF	MMP2	87	1.00000e+00
MMP2	TGFB1	87	1.00000e+00
TGFB1	PPP2R2A	87	1.00000e+00
PPP2R2A	PPP2CA	87	1.00000e+00
PPP2CA	PRKCA	87	1.00000e+00
PRKCA	NFE2L2	87	1.00000e+00
KLF4	ATF3	88	1.00000e+00
ATF3	TP53	88	1.00000e+00
TP53	Apoptosis	88	1.00000e+00
TP53	Proliferation	89	1.00000e+00
TP53	BTG2	90	1.00000e+00
TP53	PPM1D	91	1.00000e+00
PPM1D	MAPK12	91	1.00000e+00
MAPK12	NFE2L2	91	1.00000e+00
TP53	MMP2	92	1.00000e+00
TP53	HNF4A	93	1.00000e+00
HNF4A	F2	93	1.00000e+00
F2	F2R	93	1.00000e+00
F2R	GNAI1	93	1.00000e+00
GNAI1	MMP2	93	1.00000e+00
SMAD3	BAMBI	94	1.00000e+00
PPP2CA	MAP3K3	94	1.00000e+00
MAP3K3	MAP2K5	94	1.00000e+00
MAP2K5	MAPK7	94	1.00000e+00
MAPK7	PML	94	1.00000e+00
PML	SMAD3	94	1.00000e+00
BAMBI	TGFBR1	94	1.00000e+00
TGFBR1	PARD6A	94	1.00000e+00
PARD6A	PRKCA	94	1.00000e+00
SMAD7	TGFBR1	95	1.00000e+00
PML	SMAD2	95	1.00000e+00
SMAD2	SMAD7	95	1.00000e+00
SMURF2	TGFBR1	96	1.00000e+00
PRKCA	NKX3-1	98	1.00000e+00
NKX3-1	HDAC1	98	1.00000e+00
HDAC1	NFE2L2	98	1.00000e+00
PRKCA	NOS1	99	1.00000e+00
PRKCA	GRK2	100	1.00000e+00
GRK2	SMO	100	1.00000e+00
SMO	KIF7	100	1.00000e+00
KIF7	GLI2	100	1.00000e+00
GLI2	WNT2B	100	1.00000e+00
WNT2B	FZD3	100	1.00000e+00
FZD3	NLK	100	1.00000e+00
NLK	MYB	100	1.00000e+00
MYB	WT1	101	1.00000e+00
WT1	Proliferation	101	1.00000e+00
WT1	UBE2I	102	1.00000e+00
UBE2I	HDAC1	102	1.00000e+00
UBE2I	SUMO1	103	1.00000e+00
SUMO1	CTCF	103	1.00000e+00
CTCF	NFE2L2	103	1.00000e+00
SMO	SUFU	104	1.00000e+00
SUFU	GLI2	104	1.00000e+00
SMO	PRKACA	105	1.00000e+00
PRKACA	SUFU	105	1.00000e+00
GNG12	PRKACA	106	1.00000e+00
SMO	GNG12	106	1.00000e+00
PRKACA	WT1	110	1.00000e+00
PLK1	YY1	111	1.00000e+00
PRKACA	HSF1	111	1.00000e+00
YY1	PPP2R1A	111	1.00000e+00
PPP2R1A	PPP2CB	111	1.00000e+00
PPP2CB	ELF1	111	1.00000e+00
ELF1	MEIS1	111	1.00000e+00
MEIS1	Apoptosis	111	1.00000e+00
YY1	CTCF	112	1.00000e+00
MEIS1	Proliferation	113	1.00000e+00
WT1	MYB	114	1.00000e+00
UBE2I	SOX4	117	1.00000e+00
SOX4	TCF7L2	117	1.00000e+00
TCF7L2	GLI2	117	1.00000e+00
TGFBR1	TGFBR2	132	1.00000e+00
TGFBR2	PARD6A	132	1.00000e+00
TGFBR1	EIF3I	133	1.00000e+00
EIF3I	TGFBR2	133	1.00000e+00
PRKDC	USF1	202	1.00000e+00
SMAD3	GLI2	202	1.00000e+00
GLI2	PTCH1	202	1.00000e+00
PTCH1	SMO	202	1.00000e+00
USF1	TGFB2	202	1.00000e+00
TGFB2	TGFBR1	202	1.00000e+00
GLI2	HHIP	203	1.00000e+00
HHIP	DHH	203	1.00000e+00
DHH	PTCH1	203	1.00000e+00
TGFB2	TGFBR2	216	1.00000e+00
TGFBR2	TGFBR1	219	1.00000e+00
TGFBR2	ZFYVE9	222	1.00000e+00
ZFYVE9	TGFBR1	222	1.00000e+00
HDAC1	FLI1	228	1.00000e+00
FLI1	TGFBR2	228	1.00000e+00
HHIP	IHH	265	1.00000e+00
IHH	PTCH1	265	1.00000e+00
HHIP	SHH	327	1.00000e+00
SHH	SMO	327	1.00000e+00
SHH	CP	328	1.00000e+00
CP	SMO	328	1.00000e+00
SHH	PTCH1	390	1.00000e+00
SHH	PTCH2	452	1.00000e+00
PTCH2	SMO	452	1.00000e+00
