#tail	head	KSP index	path cost
SMAD3	TCF7L2	31	1.00000e+00
KAT2A	SMAD7	32	1.00000e+00
SMAD1	RUNX2	32	1.00000e+00
SMAD7	SMAD1	32	1.00000e+00
SMAD7	ACVR1	33	1.00000e+00
ACVR1	SMAD1	33	1.00000e+00
SMAD1	DVL1	34	1.00000e+00
DVL1	SMAD3	34	1.00000e+00
ACVR1	SMAD5	44	1.00000e+00
SMAD7	ACVRL1	45	1.00000e+00
ACVRL1	SMAD1	45	1.00000e+00
SMAD7	BMPR1B	56	1.00000e+00
BMPR1B	SMAD1	56	1.00000e+00
BMPR1B	SMAD5	67	1.00000e+00
BMPR1B	SMAD9	68	1.00000e+00
PPP1CA	ACVRL1	69	1.00000e+00
SMAD7	PPP1CA	69	1.00000e+00
PPP1CA	STAT3	80	1.00000e+00
PPP1CA	TRIM28	81	1.00000e+00
TRIM28	SETDB1	81	1.00000e+00
TRIM28	STAT1	82	1.00000e+00
TRIM28	STAT3	83	1.00000e+00
TRIM28	TBL1XR1	84	1.00000e+00
SMAD7	PPP1R15A	85	1.00000e+00
PPP1R15A	PPP1CC	85	1.00000e+00
PPP1CC	CREB1	85	1.00000e+00
CREB1	FST	85	1.00000e+00
FST	INHBA	85	1.00000e+00
INHBA	BAMBI	85	1.00000e+00
BAMBI	ACVRL1	85	1.00000e+00
BAMBI	BMPR1B	96	1.00000e+00
BAMBI	DVL2	109	1.00000e+00
DVL2	PARD6A	109	1.00000e+00
PARD6A	SMURF1	109	1.00000e+00
SMURF1	RUNX2	109	1.00000e+00
SMURF1	SMAD1	117	1.00000e+00
SMURF1	SMAD2	128	1.00000e+00
SMURF1	SMAD3	129	1.00000e+00
SMURF1	SMAD4	137	1.00000e+00
SMURF1	SMAD5	138	1.00000e+00
SMURF1	SMAD6	139	1.00000e+00
SMAD6	SMAD1	139	1.00000e+00
SMAD6	ACVR1	140	1.00000e+00
SMAD6	BMPR1B	152	1.00000e+00
SMAD6	SMAD2	175	1.00000e+00
SMAD6	SMAD3	176	1.00000e+00
SMAD6	SMAD4	184	1.00000e+00
SMURF1	SMAD9	185	1.00000e+00
CREB1	SMAD3	186	1.00000e+00
PPP1CC	GRIN2A	194	1.00000e+00
GRIN2A	PLCG1	194	1.00000e+00
PLCG1	SOS1	194	1.00000e+00
SMAD7	SMAD2	205	1.00000e+00
SMAD7	SMAD3	206	1.00000e+00
SMAD7	SMAD4	214	1.00000e+00
SMAD7	SMURF1	215	1.00000e+00
SMAD7	SMURF2	292	1.00000e+00
KAT2A	SMURF1	293	1.00000e+00
SMURF1	SMAD7	369	1.00000e+00
KAT2A	SOCS1	477	1.00000e+00
SOCS1	IFNGR1	477	1.00000e+00
IFNGR1	STAT1	477	1.00000e+00
H2AFX	MDC1	478	1.00000e+00
MDC1	RNF8	478	1.00000e+00
RNF8	UBE2N	478	1.00000e+00
UBE2N	TRAF2	478	1.00000e+00
TRAF2	MTOR	478	1.00000e+00
MTOR	RPS6KA2	479	1.00000e+00
RPS6KA2	CREB1	479	1.00000e+00
MTOR	EIF4EBP2	480	1.00000e+00
EIF4EBP2	EIF4E	480	1.00000e+00
EIF4E	SMAD3	480	1.00000e+00
EIF4E	SMAD4	488	1.00000e+00
MTOR	EIF4EBP3	489	1.00000e+00
EIF4EBP3	EIF4E	489	1.00000e+00
