ASSOC_ID,FEATURE,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_FEATURE_neg,N_FEATURE_pos,FEATURE_pos_logIC50_MEAN,FEATURE_neg_logIC50_MEAN,FEATURE_delta_MEAN_IC50,FEATURE_IC50_effect_size,FEATURE_neg_Glass_delta,FEATURE_pos_Glass_delta,FEATURE_neg_IC50_sd,FEATURE_pos_IC50_sd,FEATURE_IC50_T_pval,ANOVA_FEATURE_pval,ANOVA_TISSUE_pval,ANOVA_MSI_pval,ANOVA_MEDIA_pval,ANOVA_FEATURE_FDR
31,PSIP1_dn,1032,Afatinib,"ERBB2, EGFR",785,19,0.6468745789473683,1.7512858611464965,-1.1044112821991283,0.7275474508465407,0.7363798345697502,0.5095632995526005,1.4997847990289013,2.1673681820665025,0.001789517855287282,0.0014017686352822242,4.968414710877747e-19,0.07099747504927749,,12.937677087820537
32,SRC_up,1032,Afatinib,"ERBB2, EGFR",782,22,0.8507023181818183,1.7497884488491047,-0.8990861306672864,0.591434182990793,0.5994496197118874,0.4194755783678482,1.4998527000474415,2.143357508834176,0.006359339664231356,0.001446513453964514,4.989514548809664e-19,0.07100801080726978,,12.937677087820537
33,ETV1_mut,1032,Afatinib,"ERBB2, EGFR",769,35,0.8156589714285715,1.7665825149544865,-0.950923543525915,0.6277347038408466,0.6338672604687625,0.5240300612619165,1.500193499223608,1.8146354833842864,0.00029911364839732107,0.0014839874476586727,5.006748288303397e-19,0.07101658434422109,,12.937677087820537
34,CDH10_up,1032,Afatinib,"ERBB2, EGFR",693,111,2.2597977567567566,1.6395562294372295,0.6202415273195272,0.41016992966867644,0.39789736525609326,0.5269220029252963,1.5587977741956889,1.1771031080048884,6.583118405191371e-05,0.0014987428312977793,5.013429116129095e-19,0.07101990032242676,,12.937677087820537
35,PTPRK_gain,1032,Afatinib,"ERBB2, EGFR",796,8,-0.331857,1.7458603944723619,-2.0777173944723617,1.3730301607729187,1.3718671877232895,1.5280788885441245,1.5145178870561664,1.3596924936590837,0.0001204821565448502,0.0015979767334905466,5.056912166944036e-19,0.07104137944633347,,13.400176322270726
36,NF2_dn,1032,Afatinib,"ERBB2, EGFR",773,31,2.658839967741936,1.6877438279430788,0.9710961397988571,0.6406746328098731,0.6397944565862238,0.6646532702843237,1.5178251855765874,1.461056739228025,0.0004951505838695945,0.0021006487363315497,5.246184414285988e-19,0.07113284894061062,,17.12612233648083
37,YWHAE_loss,1032,Afatinib,"ERBB2, EGFR",796,8,0.188290625,1.740632780150754,-1.552342155150754,1.0216503595558095,1.0246955618069873,0.7896263114697202,1.5149301051068227,1.9659199960819462,0.004143965597830721,0.0022934111407615317,5.308245863479577e-19,0.07116215085861893,,18.192328913878637
38,PREX2_loss,1032,Afatinib,"ERBB2, EGFR",799,5,-0.39054459999999996,1.7384264593241552,-2.1289710593241553,1.4024515181366966,1.4109785048478671,0.7601395202510138,1.5088614404892744,2.8007635474881307,0.001834600431314118,0.002369133277464006,5.331370875713546e-19,0.07117298493803369,,18.298437287781205
39,PTPN1_up,1032,Afatinib,"ERBB2, EGFR",782,22,2.5445159545454548,1.7021364028132993,0.8423795517321555,0.5538160051689714,0.5521485159717059,0.6290804352091387,1.5256394382400587,1.3390649344421357,0.010593581579449082,0.0024750937966470147,5.362657992729711e-19,0.07118757119935437,,18.62666741835638
40,FANCA_dn,1032,Afatinib,"ERBB2, EGFR",771,33,2.4177928484848485,1.695541963683528,0.7222508848013205,0.4750077911846732,0.47986347424265924,0.389860767378665,1.5051174418749151,1.8525867315595026,0.007690223659902394,0.002616191747789809,5.402531942301664e-19,0.07120604244971586,,19.196306949407724
41,RTEL1_up,1032,Afatinib,"ERBB2, EGFR",793,11,0.7251641818181819,1.7390582749054224,-1.0138940930872407,0.6658540468999535,0.6740968768070906,0.3893239819064571,1.5040777193474393,2.6042425851147515,0.028577318540139212,0.0028518462212298677,5.465073311961599e-19,0.0712347515414704,,20.41504551051137
42,RARA_up,1032,Afatinib,"ERBB2, EGFR",763,41,1.084290292682927,1.7596253158584538,-0.6753350231755268,0.4443006400162032,0.44805732644990215,0.38699180622751084,1.5072513790286988,1.7450886874294704,0.005710409623949434,0.003087020169094645,5.523084871010837e-19,0.07126109998067864,,21.572390943554247
43,PATZ1_up,1032,Afatinib,"ERBB2, EGFR",790,14,0.45333764285714284,1.7477256848101266,-1.2943880419529838,0.8527945386756659,0.8550149861680588,0.743722297272826,1.5138776078698617,1.7404184958544444,0.001620550617815423,0.003188635526681678,5.546947830957216e-19,0.07127186113017407,,21.764291327466804
44,TET2_loss,1032,Afatinib,"ERBB2, EGFR",800,4,-0.38690999999999987,1.7357470725,-2.1226570725,1.396559578523143,1.4061279004215888,0.6502789711899888,1.5095761003416401,3.2642253041269482,0.0054595381611048455,0.0037741327905465322,5.672592716210519e-19,0.07132779675564985,,25.175181227850164
45,TEC_loss,1032,Afatinib,"ERBB2, EGFR",798,6,-0.3338316666666666,1.7406679298245613,-2.074499596491228,1.3677187746582282,1.373266363309238,0.904751615642775,1.510631623927778,2.292894050282975,0.0008837120174161676,0.004159326750897333,5.746123711809155e-19,0.07135998132607385,,27.127882591301205
46,FANCG_dn,1032,Afatinib,"ERBB2, EGFR",780,24,2.565936583333333,1.699317358974359,0.8666192243589739,0.570106034866458,0.5672716910325607,0.7013805013785571,1.5276969361568775,1.2355906995641333,0.006076488583893685,0.004338208463992452,5.778234354684174e-19,0.07137391201405975,,27.127882591301205
47,TP63_up,1032,Afatinib,"ERBB2, EGFR",713,91,0.9001013956043957,1.8304919929873773,-0.9303905973829816,0.6208939295967237,0.6217085444902847,0.614560327952942,1.496506048739886,1.513912556773797,3.332677371795888e-08,0.004344158370668336,5.779282065434953e-19,0.07137436529039437,,27.127882591301205
48,EP300_gain,1032,Afatinib,"ERBB2, EGFR",795,9,2.7561419999999996,1.7135153962264151,1.0426266037735845,0.6844513959821142,0.6836969618477926,0.7745707425559077,1.5249835262624705,1.346070212170877,0.04149517699246887,0.00464856643159169,5.831254996119868e-19,0.0713967519105978,,28.161495878283272
49,FOXA1_gain,1032,Afatinib,"ERBB2, EGFR",771,33,0.9792998484848485,1.7571117029831387,-0.7778118544982902,0.5119131823222992,0.5198600828299738,0.3891952822757667,1.496194611180952,1.9985130599480565,0.004086100210268036,0.004701578528231278,5.839995173993538e-19,0.07140049774889512,,28.161495878283272
50,CCNB3_up,1032,Afatinib,"ERBB2, EGFR",768,36,2.2803077500000004,1.6991652851562502,0.5811424648437502,0.38170061907584796,0.38268451538884224,0.3618803796267717,1.5185941460245829,1.605896582299146,0.025472341621997026,0.0048767898635720735,5.868272253611543e-19,0.07141257979489311,,28.486035978434405
51,ABI1_loss,1032,Afatinib,"ERBB2, EGFR",799,5,-0.21369360000000004,1.7373197571964953,-1.9510133571964954,1.2839699687787085,1.284869909008112,1.1351605092326909,1.5184520576893499,1.718711443296489,0.004317992618471994,0.004949873372743286,5.879800832142472e-19,0.07141748957954352,,28.486035978434405
52,DDR2_up,1032,Afatinib,"ERBB2, EGFR",638,166,2.247372590361446,1.589320012539185,0.6580525778222608,0.4375956297347668,0.4075710795163009,0.6832009691581064,1.6145713248428408,0.9631903459287604,6.293162521747316e-07,0.005177358268346308,5.91474106809518e-19,0.07143231351824333,,29.222204841531564
53,CUL3_gain,1032,Afatinib,"ERBB2, EGFR",801,3,4.136017333333333,1.7161572609238454,2.419860072409488,1.5919129954796587,1.5942203843520628,1.0839027619596238,1.517895578403979,2.232543506056339,0.006054680538053101,0.005308254507412197,5.934231471098672e-19,0.07144054604861118,,29.39571128161283
54,SIRPA_gain,1032,Afatinib,"ERBB2, EGFR",800,4,3.722541,1.7151998175,2.0073411825000003,1.3200147247560297,1.318060299772265,2.8834331028307996,1.5229509475756378,0.696163604603589,0.00861491584930632,0.005737302080394079,5.995248520688787e-19,0.07146615175137568,,31.183299270290043
55,NF2_up,1032,Afatinib,"ERBB2, EGFR",754,50,2.5379139800000003,1.671292200265252,0.8666217797347484,0.5728545918502043,0.5679784994772331,0.6681865235157279,1.5258003261257007,1.2969758431746485,9.505489036222744e-05,0.00619747571355956,6.05633003038061e-19,0.07149153452529959,,32.436475353053
56,SLC34A2_up,1032,Afatinib,"ERBB2, EGFR",697,107,1.4366409906542053,1.7694826857962698,-0.3328416951420645,0.21853540667447935,0.22889202213264107,0.1738166782985061,1.4541428401081864,1.9149007931819693,0.035622987338837224,0.00629577400279038,6.068851509490442e-19,0.07149670745671229,,32.436475353053
57,IDH1_mut,1032,Afatinib,"ERBB2, EGFR",781,23,0.8707509130434781,1.750349227912932,-0.879598314869454,0.578612998111925,0.5827438646365761,0.4722988899865534,1.5094081092007874,1.8623764178113917,0.006376664759567806,0.006370403476315285,6.078242094150456e-19,0.07150058020275302,,32.436475353053
58,RPL5_dn,1032,Afatinib,"ERBB2, EGFR",791,13,0.8553116153846154,1.7394828912768647,-0.8841712758922493,0.5804810833161179,0.5901143852013392,0.3280106923279949,1.4983049016684822,2.695556262562687,0.03821528933894264,0.006409933800603318,6.083176490311932e-19,0.07150261287675315,,32.436475353053
59,ARID1A_loss,1032,Afatinib,"ERBB2, EGFR",799,5,3.2852796,1.715423804755945,1.569855795244055,1.0312734302824558,1.0324289771117912,0.8575115259097454,1.5205460424364585,1.8307110141505958,0.02177168741302343,0.006954928548659483,6.148575045843065e-19,0.07152940428483438,,34.49595508651045
60,IKZF3_up,1032,Afatinib,"ERBB2, EGFR",622,182,1.2644010164835164,1.8600145225080387,-0.5956135060245222,0.39530239848376475,0.39166748162980747,0.40858876319670806,1.5207121702982698,1.4577334466189769,3.2008481493475024e-06,0.007085197702767911,6.163527597480474e-19,0.07153549127170071,,34.49595508651045
61,MUC16_up,1032,Afatinib,"ERBB2, EGFR",652,152,1.3962558092105264,1.8018698389570555,-0.40561402974652916,0.267034766822244,0.2870761862520686,0.21237796069037918,1.4129142338207665,1.909868747340805,0.0031192430566586524,0.007169517070790928,6.173075576456105e-19,0.0715393706978949,,34.49595508651045
62,ROS1_gain,1032,Afatinib,"ERBB2, EGFR",799,5,-0.2759461999999998,1.7377093229036293,-2.0136555229036293,1.3256368277710922,1.3301921731013988,0.8621735946752267,1.5138079772403914,2.335556940435129,0.0032184080604962862,0.007301531838344628,6.187824796727869e-19,0.07154535209788687,,34.56450958958304
63,EGFR_gain,1032,Afatinib,"ERBB2, EGFR",744,60,1.1640506666666666,1.7704394865591397,-0.6063888198924732,0.3992289466342955,0.40882015622536677,0.3172121943646822,1.4832654668773093,1.9116188805633991,0.0030198769666629926,0.007592169404824332,6.219474002942869e-19,0.07155814094424828,,35.20010611901549
64,RHOA_mut,1032,Afatinib,"ERBB2, EGFR",773,31,0.8607505806451611,1.7598534928848641,-0.8991029122397031,0.5925326572834834,0.5959019060664055,0.521661227023928,1.508810264049583,1.7235379316363535,0.001266902462337744,0.007675661981659255,6.228365708998814e-19,0.07156172264560577,,35.20010611901549
65,BCL10_up,1032,Afatinib,"ERBB2, EGFR",769,35,2.3030726,1.6988848855656695,0.6041877144343306,0.39690173951264895,0.403138661545305,0.3049920532862463,1.4987094319318506,1.9809949404395732,0.021908605633733605,0.007869214873792649,6.248650432202106e-19,0.07156987522709009,,35.384194597899715
66,PIK3R1_loss,1032,Afatinib,"ERBB2, EGFR",801,3,3.8476200000000005,1.7172374007490636,2.130382599250937,1.3999930121920066,1.4024462584312936,0.9040333551409097,1.5190475830666599,2.3565309699428942,0.015727607200062443,0.008118385746437874,6.274116930831927e-19,0.07158007441807417,,35.384194597899715
67,CBFA2T3_mut,1032,Afatinib,"ERBB2, EGFR",758,46,1.0020040000000001,1.7690736596306067,-0.7670696596306066,0.5057142618199835,0.5137210398639841,0.4101492036925848,1.4931637992356719,1.8702210140228408,0.00090698834034892,0.00815250074528954,6.277549060405559e-19,0.0715814459193119,,35.384194597899715
68,LATS2_mut,1032,Afatinib,"ERBB2, EGFR",758,46,1.0097893695652171,1.7686011965699207,-0.7588118270047035,0.5001959685426307,0.5005145955458855,0.4949255564269037,1.51606333513033,1.533183762994412,0.001030980238682264,0.008286168068328098,6.290873964704945e-19,0.07158676380687347,,35.384194597899715
69,PTPN6_dn,1032,Afatinib,"ERBB2, EGFR",626,178,2.313293904494382,1.5579611869009586,0.7553327175934232,0.5053640348394576,0.46815637588538994,0.7831408067954067,1.6134196958546547,0.9644915844498342,4.0178213250984036e-09,0.008339655037422327,6.296152091128035e-19,0.07158886727789673,,35.384194597899715
70,GRIN2A_up,1032,Afatinib,"ERBB2, EGFR",721,83,2.2188174457831322,1.668360846047157,0.5504565997359752,0.3626142443698731,0.3554884866975698,0.45169571757269955,1.5484512729220217,1.2186447166114216,0.0018210982828398815,0.008471615602477105,6.309045566532101e-19,0.07159399853648052,,35.384194597899715
71,TP53_dn,1032,Afatinib,"ERBB2, EGFR",693,111,1.992800315315315,1.6823220533910532,0.31047826192426187,0.20379445117830466,0.20207055409445884,0.21575463263351943,1.5364844388912169,1.4390340459184479,0.046557021321696895,0.008559719987907596,6.317554249859878e-19,0.0715973792404556,,35.384194597899715
72,FH_loss,1032,Afatinib,"ERBB2, EGFR",800,4,-0.20892475,1.7348571462499998,-1.9437818962499998,1.277874247041569,1.2876627860116523,0.5695592681031952,1.509542651512498,3.412782488332394,0.010976436484352824,0.009879062077641353,6.436391330880375e-19,0.07164414353457377,,40.270898885940795
73,CASP9_dn,1032,Afatinib,"ERBB2, EGFR",779,25,2.32839296,1.7058282336328627,0.6225647263671372,0.40866268456471244,0.40715010848642197,0.46917134370965713,1.5290791120786331,1.326945336099654,0.044628473958850674,0.010433585146571387,6.482128717137396e-19,0.07166192079722582,,41.70911543606563
74,RB1_dn,1032,Afatinib,"ERBB2, EGFR",711,93,1.52750723655914,1.7510433825597749,-0.22353614600063487,0.146525511682618,0.1472535515878296,0.14124800476885618,1.5180356846422574,1.5825791406146816,0.1842899988076169,0.010618632730900263,6.496906402850377e-19,0.07166763881052132,,41.70911543606563
75,CNBP_up,1032,Afatinib,"ERBB2, EGFR",792,12,2.6741241666666666,1.7108087474747475,0.9633154191919191,0.6326063209485645,0.6364456587892178,0.46323201567444416,1.5135862832728602,2.0795527653445474,0.029921830168994856,0.010658206670204165,6.500036678998018e-19,0.07166884841932702,,41.70911543606563
76,SAMHD1_dn,1032,Afatinib,"ERBB2, EGFR",754,50,1.0463541600000001,1.7702020026525198,-0.7238478426525197,0.47709626592824206,0.478157387927895,0.46162983769444554,1.5138275825650827,1.5680265518964074,0.001133161895488203,0.011358294635085194,6.553753764852333e-19,0.07168951901253696,,42.57437222815407
77,DDIT3_up,1032,Afatinib,"ERBB2, EGFR",776,28,2.2203848214285715,1.7073186121134019,0.5130662093151697,0.3365803063466687,0.3384546832509291,0.29328408231969305,1.5159081398639835,1.74938307342539,0.08054769995051443,0.01147085386613283,6.562111062382423e-19,0.07169272027537116,,42.57437222815407
78,NFKBIA_gain,1032,Afatinib,"ERBB2, EGFR",772,32,1.0694689375,1.7523665958549222,-0.6828976583549222,0.44886246157926163,0.4568489175476185,0.3289479004095506,1.494799773239568,2.07600552398934,0.013044533154567387,0.011556646864510016,6.568431625844846e-19,0.07169513876247581,,42.57437222815407
79,SMARCA2_mut,1032,Afatinib,"ERBB2, EGFR",752,52,1.202130923076923,1.7613553324468083,-0.5592244093698853,0.36766041302292124,0.36943146160353724,0.3442173581195609,1.513743325873063,1.624625824870934,0.010526432664549867,0.011617970011344908,6.572923622410772e-19,0.07169685620951088,,42.57437222815407
80,GATA1_mut,1032,Afatinib,"ERBB2, EGFR",787,17,0.7134371176470587,1.7470414066073698,-1.0336042889603112,0.6800106783154698,0.6808796848117383,0.6410300740625805,1.518042485356426,1.6124115400854122,0.005666599618622344,0.011665763916463876,6.576409817678386e-19,0.07169818832529329,,42.57437222815407
81,TNC_mut,1032,Afatinib,"ERBB2, EGFR",709,95,1.2923076842105263,1.7831886995768689,-0.49088101536634254,0.3231619130808953,0.32549178227938697,0.3070859055668831,1.5081210712256727,1.5985136617070463,0.003188882455714072,0.01174965639005274,6.582498164600998e-19,0.07170051312456358,,42.57437222815407
82,CREB3L1_mut,1032,Afatinib,"ERBB2, EGFR",782,22,1.1553380454545452,1.7412181342710995,-0.5858800888165543,0.3843712978826231,0.387747934678842,0.29969494452038736,1.5109818426288155,1.9549214944354814,0.07577871381539211,0.012076773083263133,6.605870368808322e-19,0.0717094184842533,,43.22601097485037
83,CCNC_mut,1032,Afatinib,"ERBB2, EGFR",793,11,0.5918094545454545,1.7409080882723835,-1.149098633726929,0.7552914930934088,0.752573688651299,1.1559428591504648,1.5268918526586408,0.9940790971029783,0.01305483509166359,0.012826709161547708,6.657371899891039e-19,0.0717289352325362,,44.45009483914838
84,IRF4_mut,1032,Afatinib,"ERBB2, EGFR",776,28,0.8289813928571428,1.7575238904639174,-0.9285424976067747,0.611802752578835,0.6225726468351144,0.43429583636515195,1.49146047827041,2.138041445154599,0.001526822520183611,0.012868969137566013,6.660192620437461e-19,0.07172999995648079,,44.45009483914838
85,RASA1_gain,1032,Afatinib,"ERBB2, EGFR",795,9,2.8909860000000003,1.7119888603773585,1.1789971396226417,0.7745356038643276,0.7756841552156147,0.6809646227713444,1.5199448534499447,1.7313632752674255,0.02110979451334984,0.012873110941491012,6.660468623442622e-19,0.07173010411471371,,44.45009483914838
86,RECQL_dn,1032,Afatinib,"ERBB2, EGFR",774,30,0.9802642333333333,1.7540595490956072,-0.7737953157622739,0.5090151059620729,0.514405618331606,0.40809874030805426,1.504251291562401,1.8960982706738392,0.006366500964862324,0.013798437181762616,6.720210446549151e-19,0.07175255234373466,,46.904986028785956
