#tail	head	KSP index	path cost
KIT	LYN	38	1.00000e+00
LYN	BTK	38	1.00000e+00
BTK	FAS	38	1.00000e+00
PRKCA	GSK3A	39	1.00000e+00
GSK3A	MAF	39	1.00000e+00
MAF	IL10	39	1.00000e+00
IL10	IL10RA	39	1.00000e+00
IL10RA	JAK1	39	1.00000e+00
JAK1	IRS2	40	1.00000e+00
IRS2	PIK3CG	40	1.00000e+00
PIK3CG	PDPK1	40	1.00000e+00
PDPK1	AKT2	40	1.00000e+00
AKT2	CDKN1A	40	1.00000e+00
IL4R	IRS2	41	1.00000e+00
JAK1	IL4R	41	1.00000e+00
AKT2	MAP3K5	42	1.00000e+00
AKT2	FOXO3	43	1.00000e+00
FAS	DAXX	44	1.00000e+00
DAXX	MAP3K5	44	1.00000e+00
MAP3K5	MAPK8	45	1.00000e+00
MAPK8	CDKN1A	45	1.00000e+00
MAP3K5	MAP2K6	46	1.00000e+00
MAP2K6	MAPK8	46	1.00000e+00
MAP3K5	MAP2K3	47	1.00000e+00
MAP2K3	MAPK11	47	1.00000e+00
MAPK11	ATF2	47	1.00000e+00
ATF2	MAPK8	47	1.00000e+00
JUN	PTGS2	48	1.00000e+00
ATF2	JUN	48	1.00000e+00
PTGS2	KEAP1	48	1.00000e+00
KEAP1	RAC1	48	1.00000e+00
RAC1	MAPK8	48	1.00000e+00
KEAP1	GABPA	49	1.00000e+00
GABPA	TXN	49	1.00000e+00
TXN	NFKB1	49	1.00000e+00
NFKB1	MAP3K8	49	1.00000e+00
MAP3K8	MAP2K1	49	1.00000e+00
MAP3K14	NCK1	50	1.00000e+00
NFKB1	BIRC3	50	1.00000e+00
BIRC3	MAP3K14	50	1.00000e+00
NCK1	PAK1	50	1.00000e+00
