TNF,FAS,RIP1i,NFkBi,C8i,cIAPi,ATPi,C3i,ROSi,MOMPi,MPTi,fc:RIP1,fc:NFkB,fc:C8,fc:cIAP,fc:ATP,fc:C3,fc:ROS,fc:MOMP,fc:MPT
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,0.0,1.055927906886832,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,0.0,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-1.5701244321925543,-5.694357887221452,0.9105567002587445,0.7497559904086633,0.9105567002587445
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,0.0,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,-9.158136285407641,-5.694357887221452,1.0048594109361946,0.9264281226000276,1.0048594109361946
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,-2.0525551041302057,-5.694357887221452,1.0048594109361946,0.9264281226000276,1.0048594109361946
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,0.0,3.2285981046870256,-8.75049764209908,0.9264281226000276,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.18388466636280576,0.8715615225720046,1.2575431833689357,0.7924841240918961,-0.6066450753221801,-5.694357887221452,0.7290870685524395,-8.911298351949162,0.5413785769788625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,0.8090899734283516,4.143368587327737,1.0048594109361946,0.9264281226000276,-8.75049764209908
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,-8.461735221604863,0.0,0.0,-5.694357887221452,0.0,-0.16080070985008138,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,0.0,-7.588011853215088,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,0.0,0.0,-9.158136285407641,-5.694357887221452,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,0.0,0.0,0.0,-5.694357887221452,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,0.0,0.0,0.0,0.0,-8.75049764209908,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,0.0,0.0,0.0,-5.694357887221452,0.0,-8.911298351949162,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,0.0,0.0,0.8090899734283516,2.7673773343834114,0.0,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.441906704542239,-8.461735221604863,-0.8537256211187413,-0.23518029349916414,-5.694357887221452,0.2624760062754602,0.10167529642537894,0.2624760062754602
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.441906704542239,0.0,-7.588011853215088,-0.23518029349916414,0.0,0.2624760062754602,0.23693987986248274,0.2624760062754602
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.441906704542239,0.0,-0.8537256211187413,-9.158136285407641,-5.694357887221452,0.2624760062754602,0.23693987986248274,0.2624760062754602
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.441906704542239,0.0,-0.8537256211187413,-0.23518029349916414,-5.694357887221452,0.2624760062754602,0.23693987986248274,0.2624760062754602
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.441906704542239,0.0,0.0,0.0,0.0,-8.75049764209908,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.441906704542239,0.0,0.0,-0.23518029349916414,-5.694357887221452,0.2624760062754602,-8.911298351949162,0.2624760062754602
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.441906704542239,0.0,0.0,0.8090899734283516,2.7673773343834114,0.2624760062754602,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.441906704542239,-8.461735221604863,-7.588011853215088,-0.23518029349916414,-5.694357887221452,0.2624760062754602,0.10167529642537894,0.2624760062754602
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.461735221604863,0.0,-9.158136285407641,-5.694357887221452,0.0,-0.16080070985008138,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.461735221604863,0.0,0.0,-5.694357887221452,0.0,-0.16080070985008138,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.461735221604863,0.0,0.0,-5.694357887221452,-8.75049764209908,-0.16080070985008138,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-8.461735221604863,0.0,0.0,-5.694357887221452,0.0,-8.911298351949162,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.461735221604863,0.0,0.8090899734283516,-5.694357887221452,0.0,-8.911298351949162,-8.75049764209908
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.441906704542239,0.0,-7.588011853215088,-9.158136285407641,-5.694357887221452,0.2624760062754602,0.23693987986248274,0.2624760062754602
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.441906704542239,0.0,-7.588011853215088,-0.23518029349916414,-5.694357887221452,0.2624760062754602,0.23693987986248274,0.2624760062754602
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.441906704542239,0.0,-7.588011853215088,0.0,0.0,-8.75049764209908,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.441906704542239,0.0,-7.588011853215088,-0.23518029349916414,-5.694357887221452,0.2624760062754602,-8.911298351949162,0.2624760062754602
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.441906704542239,0.0,-7.588011853215088,0.8090899734283516,2.7673773343834114,0.2624760062754602,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.158136285407641,-5.694357887221452,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.158136285407641,-5.694357887221452,-8.75049764209908,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.158136285407641,-5.694357887221452,0.0,-8.911298351949162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.158136285407641,-5.694357887221452,0.0,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.694357887221452,-8.75049764209908,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.694357887221452,0.0,-8.911298351949162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8090899734283516,-5.694357887221452,0.0,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.694357887221452,-8.75049764209908,-8.911298351949162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8090899734283516,2.7673773343834114,-8.75049764209908,-0.4495631303442984,-8.75049764209908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8090899734283516,-5.694357887221452,0.0,-8.911298351949162,-8.75049764209908
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,0.0,1.055927906886832,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,-8.461735221604863,0.0,0.0,-5.694357887221452,0.0,-0.16080070985008138,0.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,0.0,1.055927906886832,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,0.0,1.055927906886832,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,-5.694357887221452,0.0,1.055927906886832,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,-8.75049764209908,1.055927906886832,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,0.0,0.0,-5.694357887221452,0.0,-8.911298351949162,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.8090899734283516,4.272868371614542,0.0,1.055927906886832,-8.75049764209908
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4698733653589438,-6.441906704542239,-8.461735221604863,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.2167286167369133,1.055927906886832,1.2167286167369133
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,0.0,1.1416182223944396,1.055927906886832,1.1416182223944396
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,-8.75049764209908,1.055927906886832,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,0.0,-3.46377839818619,-5.694357887221452,1.1416182223944396,-8.911298351949162,1.1416182223944396
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.8090899734283516,4.272868371614542,1.1416182223944396,1.055927906886832,-8.75049764209908
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4698733653589438,-6.441906704542239,-8.461735221604863,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.2167286167369133,1.055927906886832,1.2167286167369133
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-9.158136285407641,-5.694357887221452,0.9105567002587445,0.7497559904086633,0.9105567002587445
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-1.5701244321925543,-5.694357887221452,0.9105567002587445,0.7497559904086633,0.9105567002587445
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,0.0,-5.694357887221452,-8.75049764209908,-0.16080070985008138,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-1.5701244321925543,-5.694357887221452,0.9105567002587445,-8.911298351949162,0.9105567002587445
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,0.8090899734283516,-5.694357887221452,0.9105567002587445,-8.911298351949162,-8.75049764209908
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,-8.75049764209908,1.055927906886832,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,-5.694357887221452,1.1416182223944396,-8.911298351949162,1.1416182223944396
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.8090899734283516,4.272868371614542,1.1416182223944396,1.055927906886832,-8.75049764209908
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,-9.158136285407641,-5.694357887221452,1.0048594109361946,0.9264281226000276,1.0048594109361946
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,-9.158136285407641,-5.694357887221452,-8.75049764209908,0.9264281226000276,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.18388466636280576,0.8715615225720046,1.2575431833689357,0.7924841240918961,-9.158136285407641,-5.694357887221452,0.7290870685524395,-8.911298351949162,0.5413785769788625
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,-9.158136285407641,-5.694357887221452,1.0048594109361946,0.9264281226000276,-8.75049764209908
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,0.0,-5.694357887221452,-8.75049764209908,0.9264281226000276,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.18388466636280576,0.8715615225720046,1.2575431833689357,0.7924841240918961,-0.6066450753221801,-5.694357887221452,0.7290870685524395,-8.911298351949162,0.5413785769788625
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,0.8090899734283516,-5.694357887221452,1.0048594109361946,0.9264281226000276,-8.75049764209908
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.18388466636280576,0.8715615225720046,1.2575431833689357,0.7924841240918961,0.1776142298196186,-5.694357887221452,-8.75049764209908,-8.911298351949162,-0.2754179905615026
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0554461889348103,0.0,1.375991252944326,-1.1461051486728486,0.8090899734283516,4.143368587327737,-8.75049764209908,0.9264281226000276,-8.75049764209908
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.18388466636280576,0.8715615225720046,1.2575431833689357,0.7924841240918961,0.8090899734283516,-5.694357887221452,0.7290870685524395,-8.911298351949162,-8.75049764209908
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,0.0,1.055927906886832,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,-8.461735221604863,0.0,0.0,-5.694357887221452,0.0,-0.16080070985008138,0.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,0.0,1.055927906886832,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,0.0,1.055927906886832,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,-5.694357887221452,0.0,1.055927906886832,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,-8.75049764209908,1.055927906886832,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,0.0,0.0,-5.694357887221452,0.0,-8.911298351949162,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.8090899734283516,4.272868371614542,0.0,1.055927906886832,-8.75049764209908
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4698733653589438,-6.441906704542239,-8.461735221604863,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.2167286167369133,1.055927906886832,1.2167286167369133
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,0.0,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.0,3.46377839818619,-8.75049764209908,1.055927906886832,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,0.0,-3.46377839818619,-5.694357887221452,1.1416182223944396,-8.911298351949162,1.1416182223944396
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,0.8090899734283516,4.272868371614542,1.1416182223944396,1.055927906886832,-8.75049764209908
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4698733653589438,-6.441906704542239,-8.461735221604863,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.2167286167369133,1.055927906886832,1.2167286167369133
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-9.158136285407641,-5.694357887221452,0.9105567002587445,0.7497559904086633,0.9105567002587445
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-1.5701244321925543,-5.694357887221452,0.9105567002587445,0.7497559904086633,0.9105567002587445
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,0.0,-5.694357887221452,-8.75049764209908,-0.16080070985008138,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,-1.5701244321925543,-5.694357887221452,0.9105567002587445,-8.911298351949162,0.9105567002587445
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4698733653589438,1.1461051486728486,-8.461735221604863,0.0,0.8090899734283516,-5.694357887221452,0.9105567002587445,-8.911298351949162,-8.75049764209908
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-9.158136285407641,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.497352893477049,-6.441906704542239,1.5054910372311303,-7.588011853215088,-3.46377839818619,-5.694357887221452,1.1416182223944396,1.055927906886832,1.1416182223944396
